titre_lieu,url_fiche,description,date_cree,date_revision,arrondissements,types,installations,activites,commodites,accessibilite,categories,statut_ouverture,horaire_par_jour,commentaires_horaire,reglementation,paiement,telephone,courriel,titre_lieu_adresse_postale,adresse_principale,adresse_secondaire,code_postal,ville,long,lat,X,Y
"Parc de l'école secondaire de la Pointe-aux-Trembles skatepark","https://montreal.ca/en/places/parc-de-lecole-secondaire-de-la-pointe-aux-trembles-skatepark","Le port du casque est recommandé.","2021-06-17","2025-02-21","Rivière-des-Prairies–Pointe-aux-Trembles","Sports and recreation","Skatepark","","","","",,"Regular schedule: [lundi 06:00-23:00, mardi 06:00-23:00, mercredi 06:00-23:00, jeudi 06:00-23:00, vendredi 06:00-23:00, samedi 06:00-23:00, dimanche 06:00-23:00]","","","","",,"Parc de l'école secondaire de la Pointe-aux-Trembles skatepark","15200 Rue Sherbrooke Est",,"H1A3P9","Montréal",-73.495678346596,45.684845421827,"305136.6","5060551.0"
"Parc Don-Bosco skatepark","https://montreal.ca/en/places/parc-don-bosco-skatepark","Wearing a helmet is strongly recommended.","2021-06-17","2025-02-21","Rivière-des-Prairies–Pointe-aux-Trembles","Sports and recreation","Skatepark","","","","",,"Regular schedule: [lundi 06:00-23:00, mardi 06:00-23:00, mercredi 06:00-23:00, jeudi 06:00-23:00, vendredi 06:00-23:00, samedi 06:00-23:00, dimanche 06:00-23:00]","","","","",,"Parc Don-Bosco skatepark","12600 Avenue Rita-Lévi-Montalcini",,"H1E3A9","Montréal",-73.587613742791,45.643914086359,"297970.4","5056005.8"
"Parc Emma-Bourbonnais skatepark","https://montreal.ca/en/places/parc-emma-bourbonnais-skatepark","Wearing a helmet is strongly recommended.","2021-06-17","2025-02-21","Rivière-des-Prairies–Pointe-aux-Trembles","Sports and recreation","Skatepark","","","","",,"Regular schedule: [lundi 06:00-23:00, mardi 06:00-23:00, mercredi 06:00-23:00, jeudi 06:00-23:00, vendredi 06:00-23:00, samedi 06:00-23:00, dimanche 06:00-23:00]","","","","",,"Parc Emma-Bourbonnais skatepark","Boulevard Saint-Jean-Baptiste",,"H1B2Y9","Montréal",-73.492062728844,45.640471161145,"305418.8","5055619.5"
"Parc Agnès-Vautier skatepark","https://montreal.ca/en/places/parc-agnes-vautier-skatepark","Wearing a helmet is strongly recommended.
","2021-06-15","2025-02-21","Rivière-des-Prairies–Pointe-aux-Trembles","Sports and recreation","Skatepark","","","","",,"Regular schedule: [lundi 06:00-23:00, mardi 06:00-23:00, mercredi 06:00-23:00, jeudi 06:00-23:00, vendredi 06:00-23:00, samedi 06:00-23:00, dimanche 06:00-23:00]","","","","",,"Parc Agnès-Vautier skatepark","Rue Joseph-Dargent",,"H1B3A9","Montréal",-73.498703878365,45.651654269769,"304901.0","5056862.3"
"Parc Étienne-Desmarteau skatepark","https://montreal.ca/en/places/parc-etienne-desmarteau-skatepark","Wearing a helmet is strongly recommended.","2021-06-17","2025-02-21","Rosemont–La Petite-Patrie","","Skatepark","","Washroom","","",,"Regular schedule à partir du 15 avril: [lundi 06:00-20:30, mardi 06:00-20:30, mercredi 06:00-20:30, jeudi 06:00-20:30, vendredi 06:00-20:30, samedi 06:00-20:30, dimanche 06:00-20:30], Fermé - période de fermeture à partir du 16 novembre","","","","",,"Parc Étienne-Desmarteau skatepark","Rue Beaubien Est",,"H1X1P2","Montréal",-73.57961003109,45.559467705596,"298585.0","5046620.4"
"Parc du Père-Marquette skatepark","https://montreal.ca/en/places/parc-du-pere-marquette-skatepark","Wearing a helmet is strongly recommended.","2021-06-11","2025-02-21","Rosemont–La Petite-Patrie","Sports and recreation","Skatepark","","Picnic area","","",,"Regular schedule à partir du 15 avril: [lundi 06:00-23:00, mardi 06:00-23:00, mercredi 06:00-23:00, jeudi 06:00-20:30, vendredi 06:00-20:30, samedi 06:00-20:30, dimanche 06:00-20:30], Fermé - période de fermeture à partir du 16 novembre","","","","",,"Parc du Père-Marquette skatepark","1602 Rue de Bellechasse",,"H2G1N9","Montréal",-73.593128364525,45.539144087205,"297527.0","5044363.0"
"Parc Marcel-Laurin skatepark","https://montreal.ca/en/places/parc-marcel-laurin-skatepark","Wearing a helmet is strongly recommended.","2021-06-17","2025-02-21","Saint-Laurent","Sports and recreation","Skatepark","","","","",,"Regular schedule: [lundi 06:00-22:00, mardi 06:00-22:00, mercredi 06:00-22:00, jeudi 06:00-22:00, vendredi 06:00-22:00, samedi 06:00-22:00, dimanche 06:00-22:00]","Depending on conditions.","","","",,"Parc Marcel-Laurin skatepark","2345 Boulevard Thimens",,"H4R1T4","Montréal",-73.700802963219,45.509325326796,"289109.8","5041064.6"
"Parc Ignace-Bourget skatepark","https://montreal.ca/en/places/parc-ignace-bourget-skatepark","Wearing a helmet is strongly recommended.","2021-06-17","2025-02-21","Le Sud-Ouest","Sports and recreation","Skatepark","","","","","Temporarily closed","","","","","",,"Parc Ignace-Bourget skatepark","5925 Avenue de Montmagny",,"H4E 2V6","Montréal",-73.606700342141,45.456730060715,"296455.0","5035205.6"
"Parc Arthur-Therrien skatepark","https://montreal.ca/en/places/parc-arthur-therrien-skatepark","The outdoor skatepark gives skateboarding, BMX, scootering and acrobatic inline skating enthusiasts a unique environment in which to safely practice their tricks.","2021-06-16","2025-02-21","Verdun","Sports and recreation","Skatepark","","Drinking fountain,Washroom","","",,"Regular schedule: [lundi 07:00-22:00, mardi 07:00-22:00, mercredi 07:00-22:00, jeudi 07:00-22:00, vendredi 07:00-22:00, samedi 07:00-22:00, dimanche 07:00-22:00]","","","","",,"Parc Arthur-Therrien skatepark","3750 Boulevard Gaétan-Laberge",,"H4G2A3","Montréal",-73.562036197625,45.464872299147,"299948.8","5036106.8"
"Parc des Royaux skatepark","https://montreal.ca/en/places/parc-des-royaux-skatepark","Wearing a helmet is strongly recommended.","2021-06-17","2025-02-21","Ville-Marie","Sports and recreation","Skatepark","","","","",,"Regular schedule: [lundi 06:00-23:00, mardi 06:00-23:00, mercredi 06:00-23:00, jeudi 06:00-23:00, vendredi 06:00-23:00, samedi 06:00-23:00, dimanche 06:00-23:00]","","","","",,"Parc des Royaux skatepark","2103 Place Larivière",,"H2K1P5","Montréal",-73.559375446282,45.529276406203,"300162.2","5043263.9"
"Parc-école Bishop-Whelan","https://montreal.ca/en/places/parc-ecole-bishop-whelan","It has several features, including an belvedere and an area for picnicking.","2021-01-05","2025-02-21","Lachine","Parks and gardens","Park","","Picnic area,Barbecue,Drinking fountain,Free parking,Washroom,Free Wi-Fi","","",,"Regular schedule: [lundi 06:00-23:00, mardi 06:00-23:00, mercredi 06:00-23:00, jeudi 06:00-23:00, vendredi 06:00-23:00, samedi 06:00-23:00, dimanche 06:00-23:00]","","","","",,"Parc-école Bishop-Whelan","Rue René Huguet",,"H8T1M7","Montréal",-73.713188,45.442249,"288122.3","5033612.9"
"Parc-école Catherine-Soumillard","https://montreal.ca/en/places/parc-ecole-catherine-soumillard","It has several features, including an belvedere and an area for picnicking.
","2021-01-05","2025-02-21","Lachine","Parks and gardens","Park","","Picnic area,Barbecue,Drinking fountain,Free parking,Washroom,Free Wi-Fi","","",,"Regular schedule à partir du 21 aout: [lundi 18:00-23:00, mardi 18:00-23:00, mercredi 18:00-23:00, jeudi 18:00-23:00, vendredi 18:00-23:00, samedi 06:00-23:00, dimanche 06:00-23:00], Pre-season schedule à partir du 24 juin: [lundi 06:00-23:00, mardi 06:00-23:00, mercredi 06:00-23:00, jeudi 06:00-23:00, vendredi 06:00-23:00, samedi 06:00-23:00, dimanche 06:00-23:00]","School year: End of August to end of June","","","",,"Parc-école Catherine-Soumillard","48e Avenue",,"H8T2R8","Lachine",-73.708416,45.440501,"288495.1","5033417.7"
"Parc-école Lakeside Academy","https://montreal.ca/en/places/parc-ecole-lakeside-academy","It has several features, including an belvedere and an area for picnicking.
","2021-01-22","2025-02-21","Lachine","Parks and gardens","Park","","Picnic area,Barbecue,Drinking fountain,Free parking,Washroom,Free Wi-Fi","","",,"Regular schedule: [lundi 06:00-23:00, mardi 06:00-23:00, mercredi 06:00-23:00, jeudi 06:00-23:00, vendredi 06:00-23:00, samedi 06:00-23:00, dimanche 06:00-23:00]","","","","",,"Parc-école Lakeside Academy","Rue Sir George Simpson ",,"H8T1H8","Lachine",-73.714507,45.446273,"288020.3","5034060.4"
"Parc-école John-Grant","https://montreal.ca/en/places/parc-ecole-john-grant","It has several features, including an belvedere and an area for picnicking.
","2021-01-22","2025-02-21","Lachine","Parks and gardens","Park","","Picnic area,Barbecue,Drinking fountain,Free parking,Washroom,Free Wi-Fi","","",,"Regular schedule: [lundi 06:00-23:00, mardi 06:00-23:00, mercredi 06:00-23:00, jeudi 06:00-23:00, vendredi 06:00-23:00, samedi 06:00-23:00, dimanche 06:00-23:00]","","","","",,"Parc-école John-Grant","Rue du Fort Rolland",,"H8T2A4","Lachine",-73.697924,45.435967,"289314.7","5032911.7"
"Mini-parc de la 7e Avenue","https://montreal.ca/en/places/mini-parc-de-la-7e-avenue","It is the perfect place for relaxation.","2021-01-21","2025-02-21","Lachine","Parks and gardens","Park","","Children's playground,Toddler playground","","",,"Regular schedule: [lundi 06:00-23:00, mardi 06:00-23:00, mercredi 06:00-23:00, jeudi 06:00-23:00, vendredi 06:00-23:00, samedi 06:00-23:00, dimanche 06:00-23:00]","","","","",,"Mini-parc de la 7e Avenue","7e Avenue",,"H8S2Y9","Lachine",-73.670071572305,45.432250815991,"291492.9","5032493.8"
"Mini-parc de la 8e Avenue","https://montreal.ca/en/places/mini-parc-de-la-8e-avenue","It is the perfect place for relaxation.
","2021-01-22","2025-02-21","Lachine","Parks and gardens","Park","","Children's playground,Toddler playground","","",,"Regular schedule: [lundi 06:00-23:00, mardi 06:00-23:00, mercredi 06:00-23:00, jeudi 06:00-23:00, vendredi 06:00-23:00, samedi 06:00-23:00, dimanche 06:00-23:00]","","","","",,"Mini-parc de la 8e Avenue","8e Avenue",,"H8S2Z1","Lachine",-73.670864835619,45.432453157064,"291430.9","5032516.4"
"Aire de repos 8e Avenue","https://montreal.ca/en/places/aire-de-repos-8e-avenue","It offers seating and a view of canal de Lachine.","2021-01-07","2025-02-21","Lachine","Parks and gardens","Park","","","","",,"Regular schedule: [lundi 06:00-23:00, mardi 06:00-23:00, mercredi 06:00-23:00, jeudi 06:00-23:00, vendredi 06:00-23:00, samedi 06:00-23:00, dimanche 06:00-23:00]","","","","",,"Aire de repos 8e Avenue","Boulevard Saint-Joseph",,"H8S2M2","Lachine",-73.671228575649,45.431488877012,"291402.2","5032409.3"
"Parc André-Laurendeau welcome centre","https://montreal.ca/en/places/parc-andre-laurendeau-welcome-centre","The welcome centre is located in the centre of the park. It can be accessed from the entrances on Boulevard du Haut-Anjou, where the parking lot is located, and on Rue Jarry Est. The park is also accessible by public transit. The 193 bus line has two stops on Rue Jarry Est, close which is close to the park.","2021-01-07","2025-02-21","Anjou","Parks and gardens","Welcome centre","","Showers,Drinking fountain,Washroom,Changing rooms","Access way","",,"Regular summer schedule à partir du 24 juin: [lundi 10:00-22:00, mardi 10:00-22:00, mercredi 10:00-22:00, jeudi 10:00-22:00, vendredi 10:00-22:00, samedi 10:00-22:00, dimanche 10:00-22:00], Fermé - période de fermeture à partir du 15 octobre, Regular winter schedule à partir du 21 décembre: [lundi 16:00-22:00, mardi 16:00-22:00, mercredi 16:00-22:00, jeudi 16:00-22:00, vendredi 16:00-22:00, samedi 10:00-22:00, dimanche 10:00-22:00]","","","","",,"Parc André-Laurendeau welcome centre","8361 Avenue André-Laurendeau",,"H1J2H5","Montréal",-73.570571249002,45.604957687001,"299295.1","5051675.2"
"Parc Chénier welcome centre","https://montreal.ca/en/places/parc-chenier-welcome-centre","The welcome centre features lockers, washrooms and a water fountain. The park is accessible via the 85 bus line, with the closest stops on Avenue Chénier and at the corner of Boulevard Joseph-Renaud and Boulevard Yves-Prévost.","2021-01-07","2025-02-21","Anjou","Parks and gardens","Welcome centre","","Drinking fountain,Washroom,Changing rooms","","",,"","","","","",,"Parc Chénier welcome centre","5555 Avenue de l'Aréna",,"H1K4C9","Montréal",-73.543260734521,45.602615044455,"301425.3","5051413.3"
"Parc de Verdelles welcome center","https://montreal.ca/en/places/parc-de-verdelles-welcome-center","The park is located just minutes from the bus stops on the 28 line, which runs along Boulevard Wilfrid-Pelletier.","2021-01-26","2025-02-21","Anjou","Parks and gardens","Welcome centre","","Showers,Drinking fountain,Changing table,Washroom,Changing rooms","","",,"","","","","",,"Parc de Verdelles welcome center","8441 Place de Verdelles",,,"Montréal",-73.549400568008,45.608633881096,"300946.8","5052082.5"
"Basile-Patenaude community garden","https://montreal.ca/en/places/basile-patenaude-community-garden","Participants elect a committee to ensure that the garden runs smoothly, from the beginning to the end of the season.","2021-01-27","2025-02-21","Rosemont–La Petite-Patrie","","Garden","","Community composters","Assistive devices","",,"Horaire habituel à partir du 1 mai: [lundi 08:00-20:30, mardi 08:00-20:30, mercredi 08:00-20:30, jeudi 08:00-20:30, vendredi 08:00-20:30, samedi 08:00-20:30, dimanche 08:00-20:30], Fermé - période de fermeture à partir du 2 novembre","Ouvert du lever au coucher du soleil","","","",,"Basile-Patenaude community garden","Place Basile-Patenaude and Rue Dandurand",,,"Montréal",-73.578541134848,45.544787488733,"298666.9","5044988.9"
"Étienne-Desmarteau community garden","https://montreal.ca/en/places/etienne-desmarteau-community-garden","Participants elect a committee to ensure that the garden runs smoothly, from the beginning to the end of the season.","2021-01-27","2025-02-21","Rosemont–La Petite-Patrie","Parks and gardens","Garden","","Community composters","","",,"Horaire habituel à partir du 1 mai: [lundi 08:00-20:30, mardi 08:00-20:30, mercredi 08:00-20:30, jeudi 08:00-20:30, vendredi 08:00-20:30, samedi 08:00-20:30, dimanche 08:00-20:30], Fermé - période de fermeture à partir du 2 novembre","Ouvert du lever au coucher du soleil","","","",,"Étienne-Desmarteau community garden","18e Avenue and Rue de Bellechasse",,,"Montréal",-73.578418716788,45.558071392492,"298677.9","5046465.2"
